O_id,D_id,flow
a2,a16,0
a2,a17,0
a2,a18,0
a2,a19,0
a2,a20,0
a2,a21,0
a2,a22,0
a2,a23,0
a2,a24,0
a2,a25,0
a2,a26,0
a2,a27,2
a2,a28,3
a2,a29,0
a2,a30,2
a2,a31,3
a2,a32,0
a2,a33,0
a2,a34,0
a2,a35,0
a2,a36,0
a2,a37,540
a2,a38,121
a2,a39,207
a2,a40,1600
a2,a41,1179
a2,a42,561
a2,a43,201
a2,a44,1487
a2,a45,101
a2,a46,0
a2,a47,0
a2,a48,0
a2,a49,158
a2,a50,8
a2,a51,1
a2,a52,0
a2,a53,0
a2,a54,3
a2,a55,1
a2,a56,0
a2,a57,0
a2,a58,3
a2,a59,8
a2,a60,15
a2,a61,7
a2,a62,1730
a2,a63,1860
a2,a64,2290
a2,a65,2555
a2,a66,1749
a2,a67,801
a2,a68,2252
a2,a69,1770
a2,a70,2293
a2,a71,932
a2,a72,1826
a2,a73,0
a2,a74,0
a2,a75,4
a2,a76,8
a2,a77,3
a2,a78,0
a2,a79,0
a2,a80,24
a2,a81,180
a2,a82,73
a2,a83,26
a2,a84,173
a2,a85,108
a2,a86,19
a2,a87,10
a2,a88,20
a2,a89,1199
a2,a90,1
a2,a91,0
a2,a92,1
a2,a93,3
a2,a94,1
a2,a95,1
a2,a96,1
a2,a97,0
a2,a98,0
a2,a99,0
a2,a100,1
a2,a101,2
a2,a102,0
a2,a103,0
a2,a104,0
a2,a105,0
a2,a106,0
a2,a107,9
a2,a108,9
a2,a109,34
a2,a110,31
a2,a111,6
a2,a112,8
a2,a113,8
a2,a114,4
a2,a115,3
a2,a116,2
a2,a117,1396
a2,a118,72
a2,a119,1020
a2,a120,2287
a2,a121,1361
a2,a122,1942
a2,a123,1725
a2,a124,0
a2,a125,0
a2,a126,1098
a2,a127,1083
a2,a128,1
a2,a129,1
a2,a130,0
a2,a131,1
a2,a132,1
a2,a133,2
a2,a134,1
a2,a135,1
a2,a136,2
a2,a137,0
a2,a138,1
a2,a139,1
a2,a140,2
a2,a141,1
a2,a142,2
a2,a143,0
a2,a144,0
a2,a145,0
a2,a146,965
a2,a147,682
a2,a148,598
a2,a149,602
a2,a150,811
a2,a151,0
a2,a152,0
a2,a153,7
a2,a154,6
a2,a155,1
a2,a156,3
a2,a157,5
a2,a158,6
a2,a159,4
a2,a160,0
a2,a161,14
a2,a162,5
a2,a163,269
a2,a164,727
a2,a165,54
a2,a166,24
a2,a167,15
a2,a168,32
a2,a169,274
a2,a170,69
a2,a171,0
a2,a172,0
a2,a173,0
a2,a174,0
a2,a175,0
a2,a176,12
a2,a177,64
a2,a178,3
a2,a179,80
a2,a180,9
a2,a181,57
a2,a182,0
a2,a183,5
a2,a184,249
a2,a185,1659
a2,a186,0
a2,a187,0
a2,a188,683
a2,a189,2
a2,a190,0
a2,a191,0
a2,a192,0
a2,a193,0
a2,a194,0
a3,a4,0
a3,a5,0
a3,a6,0
a3,a7,0
a3,a8,3
a3,a9,3
a3,a10,1328
a3,a11,1438
a3,a12,919
a3,a13,1346
a3,a14,1077
a3,a15,1349
a3,a16,1124
a3,a17,1436
a3,a18,1110
a3,a19,1161
a3,a20,19
a3,a21,4
a3,a22,0
a3,a23,92
a3,a24,17
a3,a25,1945
a3,a26,1733
a3,a27,2057
a3,a28,2020
a3,a29,480
a3,a30,1400
a3,a31,740
a3,a32,513
a3,a33,1
a3,a34,0
a3,a35,33
a3,a36,75
a3,a37,1
a3,a38,1
a3,a39,0
a3,a40,1
a3,a41,67
a3,a42,104
a3,a43,18
a3,a44,1
a3,a45,24
a3,a46,0
a3,a47,1075
a3,a48,1032
a3,a49,109
a3,a50,871
a3,a51,579
a3,a52,698
a3,a53,448
a3,a54,1580
a3,a55,1800
a3,a56,1464
a3,a57,574
a3,a58,1640
a3,a59,1622
a3,a60,1235
a3,a61,1119
a3,a62,35
a3,a63,17
a3,a64,17
a3,a65,8
a3,a66,24
a3,a67,49
a3,a68,8
a3,a69,15
a3,a70,5
a3,a71,19
a3,a72,3
a3,a73,13
a3,a74,20
a3,a75,12
a3,a76,15
a3,a77,31
a3,a78,11
a3,a79,27
a3,a80,93
a3,a81,66
a3,a82,277
a3,a83,400
a3,a84,195
a3,a85,117
a3,a86,302
a3,a87,167
a3,a88,96
a3,a89,9
a3,a90,152
a3,a91,1094
a3,a92,1100
a3,a93,793
a3,a94,827
a3,a95,1512
a3,a96,1472
a3,a97,971
a3,a98,997
a3,a99,2544
a3,a100,2233
a3,a101,1207
a3,a102,150
a3,a103,151
a3,a104,52
a3,a105,68
a3,a106,25
a3,a107,1240
a3,a108,583
a3,a109,522
a3,a110,448
a3,a111,997
a3,a112,951
a3,a113,674
a3,a114,1251
a3,a115,1997
a3,a116,2211
a3,a117,52
a3,a118,90
a3,a119,70
a3,a120,20
a3,a121,3
a3,a122,16
a3,a123,4
a3,a124,2
a3,a125,1
a3,a126,10
a3,a127,23
a3,a128,156
a3,a129,121
a3,a130,272
a3,a131,2210
a3,a132,1853
a3,a133,2183
a3,a134,1894
a3,a135,2414
a3,a136,1498
a3,a137,415
a3,a138,515
a3,a139,554
a3,a140,585
a3,a141,502
a3,a142,234
a3,a143,113
a3,a144,160
a3,a145,286
a3,a146,65
a3,a147,38
a3,a148,36
a3,a149,4
a3,a150,6
a3,a151,3
a3,a152,2
a3,a153,155
a3,a154,708
a3,a155,530
a3,a156,948
a3,a157,136
a3,a158,615
a3,a159,1458
a3,a160,182
a3,a161,73
a3,a162,304
a3,a163,131
a3,a164,45
a3,a165,58
a3,a166,195
a3,a167,257
a3,a168,115
a3,a169,49
a3,a170,156
a3,a171,150
a3,a172,163
a3,a173,369
a3,a174,283
a3,a175,297
a3,a176,32
a3,a177,30
a3,a178,30
a3,a179,102
a3,a180,163
a3,a181,253
a3,a182,25
a3,a183,7
a3,a184,12
a3,a185,1
a3,a186,0
a3,a187,1
a3,a188,42
a3,a189,149
a3,a190,1032
a3,a191,1179
a3,a192,0
a3,a193,1342
a3,a194,134
a4,a5,0
a4,a6,303
a4,a7,0
a4,a8,3
a4,a9,3
a4,a10,2838
a4,a11,510
a4,a12,4082
a4,a13,3196
a4,a14,4033
a4,a15,2710
a4,a16,865
a4,a17,3981
a4,a18,4062
a4,a19,0
a4,a20,1164
a4,a21,968
a4,a22,471
a4,a23,1709
a4,a24,519
a4,a25,2042
a4,a26,1284
a4,a27,2032
a4,a28,1957
a4,a29,631
a4,a30,1909
a4,a31,908
a4,a32,144
a4,a33,0
a4,a34,0
a4,a35,25
a4,a36,69
a4,a37,1
a4,a38,1
a4,a39,1
a4,a40,1
a4,a41,67
a4,a42,106
a4,a43,18
a4,a44,2
a4,a45,24
a4,a46,0
a4,a47,768
a4,a48,638
a4,a49,104
a4,a50,796
a4,a51,911
a4,a52,3048
a4,a53,910
a4,a54,2265
a4,a55,2929
a4,a56,3877
a4,a57,719
a4,a58,1510
a4,a59,1562
a4,a60,1162
a4,a61,1041
a4,a62,36
a4,a63,18
a4,a64,18
a4,a65,9
a4,a66,25
a4,a67,51
a4,a68,8
a4,a69,15
a4,a70,5
a4,a71,20
a4,a72,3
a4,a73,13
a4,a74,20
a4,a75,12
a4,a76,15
a4,a77,31
a4,a78,12
a4,a79,28
a4,a80,95
a4,a81,67
a4,a82,299
a4,a83,390
a4,a84,202
a4,a85,122
a4,a86,322
a4,a87,159
a4,a88,88
a4,a89,8
a4,a90,97
a4,a91,1969
a4,a92,2522
a4,a93,1310
a4,a94,2351
a4,a95,2798
a4,a96,3336
a4,a97,3296
a4,a98,806
a4,a99,2360
a4,a100,2074
a4,a101,1140
a4,a102,159
a4,a103,160
a4,a104,56
a4,a105,73
a4,a106,26
a4,a107,1348
a4,a108,653
a4,a109,571
a4,a110,471
a4,a111,987
a4,a112,1233
a4,a113,769
a4,a114,1955
a4,a115,2191
a4,a116,2185
a4,a117,50
a4,a118,83
a4,a119,68
a4,a120,20
a4,a121,3
a4,a122,16
a4,a123,4
a4,a124,2
a4,a125,1
a4,a126,10
a4,a127,21
a4,a128,109
a4,a129,80
a4,a130,202
a4,a131,2216
a4,a132,3084
a4,a133,2394
a4,a134,1903
a4,a135,2311
a4,a136,1154
a4,a137,446
a4,a138,598
a4,a139,621
a4,a140,656
a4,a141,534
a4,a142,243
a4,a143,122
a4,a144,170
a4,a145,304
a4,a146,60
a4,a147,34
a4,a148,30
a4,a149,4
a4,a150,6
a4,a151,3
a4,a152,2
a4,a153,104
a4,a154,628
a4,a155,461
a4,a156,1274
a4,a157,114
a4,a158,573
a4,a159,1620
a4,a160,196
a4,a161,63
a4,a162,273
a4,a163,119
a4,a164,40
a4,a165,44
a4,a166,137
a4,a167,196
a4,a168,86
a4,a169,40
a4,a170,107
a4,a171,178
a4,a172,180
a4,a173,865
a4,a174,363
a4,a175,342
a4,a176,24
a4,a177,23
a4,a178,22
a4,a179,92
a4,a180,147
a4,a181,230
a4,a182,27
a4,a183,7
a4,a184,12
a4,a185,1
a4,a186,0
a4,a187,1
a4,a188,34
a4,a189,96
a4,a190,612
a4,a191,2341
a4,a192,0
a4,a193,1317
a4,a194,146
a5,a6,0
a5,a7,0
a5,a8,3
a5,a9,3
a5,a10,1559
a5,a11,1686
a5,a12,1083
a5,a13,1577
a5,a14,1264
a5,a15,1580
a5,a16,1290
a5,a17,1678
a5,a18,1300
a5,a19,1310
a5,a20,226
a5,a21,42
a5,a22,30
a5,a23,85
a5,a24,268
a5,a25,2073
a5,a26,1729
a5,a27,2153
a5,a28,2069
a5,a29,658
a5,a30,1949
a5,a31,745
a5,a32,514
a5,a33,1
a5,a34,0
a5,a35,61
a5,a36,124
a5,a37,1
a5,a38,1
a5,a39,1
a5,a40,1
a5,a41,64
a5,a42,101
a5,a43,18
a5,a44,1
a5,a45,23
a5,a46,0
a5,a47,1031
a5,a48,1032
a5,a49,104
a5,a50,845
a5,a51,595
a5,a52,811
a5,a53,469
a5,a54,1627
a5,a55,1898
a5,a56,1682
a5,a57,751
a5,a58,1608
a5,a59,1638
a5,a60,1220
a5,a61,1098
a5,a62,34
a5,a63,17
a5,a64,16
a5,a65,8
a5,a66,23
a5,a67,47
a5,a68,8
a5,a69,14
a5,a70,5
a5,a71,19
a5,a72,3
a5,a73,12
a5,a74,19
a5,a75,12
a5,a76,14
a5,a77,30
a5,a78,11
a5,a79,27
a5,a80,90
a5,a81,64
a5,a82,271
a5,a83,388
a5,a84,190
a5,a85,114
a5,a86,296
a5,a87,161
a5,a88,91
a5,a89,8
a5,a90,137
a5,a91,1628
a5,a92,1209
a5,a93,827
a5,a94,935
a5,a95,1615
a5,a96,1627
a5,a97,1124
a5,a98,1104
a5,a99,2544
a5,a100,2270
a5,a101,1182
a5,a102,148
a5,a103,149
a5,a104,52
a5,a105,67
a5,a106,25
a5,a107,1228
a5,a108,577
a5,a109,513
a5,a110,438
a5,a111,975
a5,a112,960
a5,a113,669
a5,a114,1300
a5,a115,1999
a5,a116,2190
a5,a117,50
a5,a118,86
a5,a119,67
a5,a120,19
a5,a121,3
a5,a122,16
a5,a123,4
a5,a124,2
a5,a125,1
a5,a126,10
a5,a127,21
a5,a128,134
a5,a129,104
a5,a130,257
a5,a131,2240
a5,a132,1986
a5,a133,2199
a5,a134,1939
a5,a135,2424
a5,a136,1550
a5,a137,410
a5,a138,516
a5,a139,551
a5,a140,582
a5,a141,495
a5,a142,230
a5,a143,112
a5,a144,158
a5,a145,282
a5,a146,62
a5,a147,34
a5,a148,30
a5,a149,4
a5,a150,6
a5,a151,3
a5,a152,2
a5,a153,129
a5,a154,666
a5,a155,515
a5,a156,1297
a5,a157,122
a5,a158,606
a5,a159,1701
a5,a160,180
a5,a161,69
a5,a162,292
a5,a163,124
a5,a164,41
a5,a165,47
a5,a166,160
a5,a167,216
a5,a168,92
a5,a169,40
a5,a170,128
a5,a171,150
a5,a172,163
a5,a173,391
a5,a174,285
a5,a175,297
a5,a176,28
a5,a177,25
a5,a178,26
a5,a179,97
a5,a180,157
a5,a181,242
a5,a182,25
a5,a183,7
a5,a184,12
a5,a185,1
a5,a186,0
a5,a187,1
a5,a188,34
a5,a189,128
a5,a190,1032
a5,a191,1158
a5,a192,0
a5,a193,1583
a5,a194,133
a6,a7,0
a6,a8,3
a6,a9,3
a6,a10,575
a6,a11,723
a6,a12,355
a6,a13,579
a6,a14,426
a6,a15,592
a6,a16,978
a6,a17,648
a6,a18,436
a6,a19,1077
a6,a20,0
a6,a21,0
a6,a22,0
a6,a23,0
a6,a24,1
a6,a25,1186
a6,a26,1407
a6,a27,2009
a6,a28,1986
a6,a29,657
a6,a30,927
a6,a31,441
a6,a32,1955
a6,a33,797
a6,a34,271
a6,a35,543
a6,a36,617
a6,a37,1
a6,a38,1
a6,a39,0
a6,a40,1
a6,a41,55
a6,a42,82
a6,a43,14
a6,a44,1
a6,a45,18
a6,a46,1
a6,a47,1091
a6,a48,1196
a6,a49,92
a6,a50,794
a6,a51,314
a6,a52,263
a6,a53,230
a6,a54,987
a6,a55,1146
a6,a56,694
a6,a57,1056
a6,a58,1492
a6,a59,1582
a6,a60,1153
a6,a61,1026
a6,a62,28
a6,a63,14
a6,a64,14
a6,a65,7
a6,a66,20
a6,a67,38
a6,a68,7
a6,a69,12
a6,a70,4
a6,a71,15
a6,a72,2
a6,a73,8
a6,a74,14
a6,a75,9
a6,a76,12
a6,a77,22
a6,a78,8
a6,a79,19
a6,a80,66
a6,a81,51
a6,a82,196
a6,a83,311
a6,a84,146
a6,a85,84
a6,a86,207
a6,a87,137
a6,a88,84
a6,a89,10
a6,a90,186
a6,a91,371
a6,a92,541
a6,a93,435
a6,a94,355
a6,a95,849
a6,a96,762
a6,a97,386
a6,a98,1204
a6,a99,2323
a6,a100,2291
a6,a101,987
a6,a102,96
a6,a103,97
a6,a104,33
a6,a105,43
a6,a106,16
a6,a107,845
a6,a108,374
a6,a109,357
a6,a110,329
a6,a111,739
a6,a112,583
a6,a113,428
a6,a114,724
a6,a115,1423
a6,a116,1699
a6,a117,47
a6,a118,79
a6,a119,62
a6,a120,17
a6,a121,3
a6,a122,16
a6,a123,4
a6,a124,2
a6,a125,1
a6,a126,12
a6,a127,26
a6,a128,183
a6,a129,149
a6,a130,281
a6,a131,1992
a6,a132,1275
a6,a133,1613
a6,a134,1865
a6,a135,2202
a6,a136,2073
a6,a137,258
a6,a138,303
a6,a139,337
a6,a140,357
a6,a141,319
a6,a142,155
a6,a143,69
a6,a144,101
a6,a145,183
a6,a146,62
a6,a147,44
a6,a148,43
a6,a149,5
a6,a150,7
a6,a151,4
a6,a152,2
a6,a153,188
a6,a154,692
a6,a155,488
a6,a156,592
a6,a157,153
a6,a158,602
a6,a159,1162
a6,a160,114
a6,a161,77
a6,a162,294
a6,a163,132
a6,a164,52
a6,a165,73
a6,a166,230
a6,a167,288
a6,a168,138
a6,a169,59
a6,a170,189
a6,a171,88
a6,a172,99
a6,a173,182
a6,a174,161
a6,a175,174
a6,a176,45
a6,a177,41
a6,a178,44
a6,a179,112
a6,a180,173
a6,a181,249
a6,a182,16
a6,a183,5
a6,a184,10
a6,a185,1
a6,a186,0
a6,a187,1
a6,a188,49
a6,a189,183
a6,a190,1250
a6,a191,78
a6,a192,29
a6,a193,633
a6,a194,82
a7,a8,5
a7,a9,4
a7,a10,167
a7,a11,203
a7,a12,105
a7,a13,165
a7,a14,133
a7,a15,183
a7,a16,239
a7,a17,179
a7,a18,131
a7,a19,378
a7,a20,2
a7,a21,0
a7,a22,0
a7,a23,77
a7,a24,0
a7,a25,1915
a7,a26,1925
a7,a27,309
a7,a28,628
a7,a29,0
a7,a30,214
a7,a31,918
a7,a32,142
a7,a33,3
a7,a34,0
a7,a35,0
a7,a36,0
a7,a37,1
a7,a38,1
a7,a39,1
a7,a40,2
a7,a41,114
a7,a42,176
a7,a43,31
a7,a44,2
a7,a45,39
a7,a46,0
a7,a47,1237
a7,a48,1185
a7,a49,183
a7,a50,1124
a7,a51,572
a7,a52,116
a7,a53,382
a7,a54,1576
a7,a55,1462
a7,a56,348
a7,a57,0
a7,a58,1734
a7,a59,783
a7,a60,1091
a7,a61,1144
a7,a62,58
a7,a63,30
a7,a64,28
a7,a65,14
a7,a66,41
a7,a67,81
a7,a68,14
a7,a69,24
a7,a70,8
a7,a71,32
a7,a72,4
a7,a73,18
a7,a74,29
a7,a75,19
a7,a76,23
a7,a77,47
a7,a78,17
a7,a79,40
a7,a80,148
a7,a81,111
a7,a82,430
a7,a83,638
a7,a84,318
a7,a85,189
a7,a86,474
a7,a87,257
a7,a88,150
a7,a89,14
a7,a90,183
a7,a91,461
a7,a92,619
a7,a93,769
a7,a94,296
a7,a95,1114
a7,a96,733
a7,a97,183
a7,a98,464
a7,a99,2202
a7,a100,1277
a7,a101,1509
a7,a102,222
a7,a103,224
a7,a104,72
a7,a105,97
a7,a106,37
a7,a107,1700
a7,a108,821
a7,a109,780
a7,a110,702
a7,a111,1428
a7,a112,1151
a7,a113,932
a7,a114,1193
a7,a115,2311
a7,a116,2621
a7,a117,91
a7,a118,141
a7,a119,123
a7,a120,33
a7,a121,4
a7,a122,28
a7,a123,5
a7,a124,2
a7,a125,0
a7,a126,17
a7,a127,38
a7,a128,182
a7,a129,143
a7,a130,293
a7,a131,1941
a7,a132,1256
a7,a133,2358
a7,a134,1694
a7,a135,2024
a7,a136,504
a7,a137,590
a7,a138,641
a7,a139,746
a7,a140,791
a7,a141,730
a7,a142,361
a7,a143,155
a7,a144,233
a7,a145,425
a7,a146,111
a7,a147,62
a7,a148,57
a7,a149,7
a7,a150,10
a7,a151,5
a7,a152,2
a7,a153,201
a7,a154,652
a7,a155,508
a7,a156,237
a7,a157,151
a7,a158,431
a7,a159,454
a7,a160,261
a7,a161,103
a7,a162,414
a7,a163,222
a7,a164,73
a7,a165,79
a7,a166,260
a7,a167,331
a7,a168,170
a7,a169,77
a7,a170,214
a7,a171,186
a7,a172,220
a7,a173,278
a7,a174,331
a7,a175,370
a7,a176,31
a7,a177,38
a7,a178,26
a7,a179,155
a7,a180,163
a7,a181,376
a7,a182,35
a7,a183,11
a7,a184,21
a7,a185,2
a7,a186,0
a7,a187,1
a7,a188,66
a7,a189,187
a7,a190,1177
a7,a191,1383
a7,a192,0
a7,a193,163
a7,a194,181
a8,a9,0
a8,a10,1
a8,a11,1
a8,a12,2
a8,a13,3
a8,a14,2
a8,a15,2
a8,a16,4
a8,a17,4
a8,a18,3
a8,a19,4
a8,a20,3
a8,a21,3
a8,a22,3
a8,a23,3
a8,a24,5
a8,a25,2
a8,a26,1
a8,a27,10
a8,a28,13
a8,a29,8
a8,a30,11
a8,a31,21
a8,a32,8
a8,a33,4
a8,a34,4
a8,a35,4
a8,a36,6
a8,a37,0
a8,a38,0
a8,a39,590
a8,a40,0
a8,a41,58
a8,a42,144
a8,a43,267
a8,a44,391
a8,a45,114
a8,a46,434
a8,a47,2
a8,a48,1
a8,a49,156
a8,a50,25
a8,a51,12
a8,a52,4
a8,a53,7
a8,a54,22
a8,a55,13
a8,a56,7
a8,a57,11
a8,a58,22
a8,a59,23
a8,a60,35
a8,a61,25
a8,a62,10
a8,a63,2
a8,a64,0
a8,a65,0
a8,a66,14
a8,a67,132
a8,a68,37
a8,a69,5
a8,a70,2
a8,a71,492
a8,a72,163
a8,a73,6
a8,a74,11
a8,a75,21
a8,a76,30
a8,a77,21
a8,a78,7
a8,a79,10
a8,a80,71
a8,a81,185
a8,a82,180
a8,a83,69
a8,a84,241
a8,a85,189
a8,a86,72
a8,a87,31
a8,a88,40
a8,a89,2329
a8,a90,2
a8,a91,4
a8,a92,15
a8,a93,21
a8,a94,10
a8,a95,13
a8,a96,11
a8,a97,7
a8,a98,8
a8,a99,19
a8,a100,18
a8,a101,23
a8,a102,14
a8,a103,14
a8,a104,4
a8,a105,8
a8,a106,5
a8,a107,47
a8,a108,49
a8,a109,115
a8,a110,90
a8,a111,33
a8,a112,40
a8,a113,40
a8,a114,25
a8,a115,22
a8,a116,21
a8,a117,21
a8,a118,65
a8,a119,48
a8,a120,0
a8,a121,0
a8,a122,20
a8,a123,0
a8,a124,15
a8,a125,0
a8,a126,2105
a8,a127,1530
a8,a128,3
a8,a129,3
a8,a130,2
a8,a131,13
a8,a132,11
a8,a133,14
a8,a134,11
a8,a135,14
a8,a136,13
a8,a137,16
a8,a138,13
a8,a139,18
a8,a140,24
a8,a141,25
a8,a142,25
a8,a143,7
a8,a144,11
a8,a145,16
a8,a146,586
a8,a147,656
a8,a148,461
a8,a149,2574
a8,a150,2448
a8,a151,1744
a8,a152,2346
a8,a153,7
a8,a154,13
a8,a155,5
a8,a156,10
a8,a157,10
a8,a158,13
a8,a159,13
a8,a160,11
a8,a161,27
a8,a162,19
a8,a163,282
a8,a164,679
a8,a165,45
a8,a166,23
a8,a167,16
a8,a168,27
a8,a169,210
a8,a170,48
a8,a171,6
a8,a172,7
a8,a173,5
a8,a174,8
a8,a175,9
a8,a176,19
a8,a177,64
a8,a178,8
a8,a179,92
a8,a180,19
a8,a181,85
a8,a182,5
a8,a183,21
a8,a184,429
a8,a185,1267
a8,a186,2082
a8,a187,1914
a8,a188,458
a8,a189,3
a8,a190,1
a8,a191,2
a8,a192,3
a8,a193,3
a8,a194,6
a9,a10,2
a9,a11,2
a9,a12,2
a9,a13,3
a9,a14,2
a9,a15,2
a9,a16,5
a9,a17,5
